date,order_id,revenue,units,region,product_category,sales_channel,visitors,_parsed_date
2026-08-07,ORD-0807-5566,126.08,1.0,West,Health & Beauty,Mobile App,84.0,2026-08-07
2026-08-07,ORD-0807-9043,442.96,1.0,South,Electronics,Marketplace,109.0,2026-08-07
2026-08-07,ORD-0807-8420,75.81,2.0,West,Home & Living,Online Store,82.0,2026-08-07
2026-08-07,ORD-0807-1263,74.87,4.0,West,Apparel,In-Store POS,119.0,2026-08-07
2026-08-07,ORD-0807-9626,142.46,1.0,West,Health & Beauty,Mobile App,112.0,2026-08-07
2026-08-07,ORD-0807-6809,92.66,1.0,West,Home & Living,Mobile App,142.0,2026-08-07
2026-08-07,ORD-0807-1776,163.43,4.0,East,Health & Beauty,Online Store,119.0,2026-08-07
2026-08-07,ORD-0807-8976,53.52,3.0,South,Apparel,Marketplace,93.0,2026-08-07
2026-08-07,ORD-0807-5599,131.21,3.0,North,Home & Living,In-Store POS,84.0,2026-08-07
2026-08-07,ORD-0807-3809,170.57,4.0,West,Apparel,Online Store,142.0,2026-08-07
2026-08-07,ORD-0807-7848,65.63,4.0,West,Health & Beauty,Mobile App,143.0,2026-08-07
2026-08-08,ORD-0808-7635,95.85,1.0,West,Home & Living,Mobile App,83.0,2026-08-08
2026-08-08,ORD-0808-8544,160.45,1.0,North,Apparel,Online Store,137.0,2026-08-08
2026-08-08,ORD-0808-1885,97.43,4.0,East,Health & Beauty,Online Store,83.0,2026-08-08
2026-08-08,ORD-0808-1946,29.37,3.0,South,Home & Living,Mobile App,105.0,2026-08-08
2026-08-08,ORD-0808-5525,332.83,3.0,South,Electronics,In-Store POS,99.0,2026-08-08
2026-08-08,ORD-0808-9677,164.3,2.0,West,Health & Beauty,Online Store,141.0,2026-08-08
2026-08-08,ORD-0808-7208,400.42,3.0,North,Electronics,Online Store,107.0,2026-08-08
2026-08-08,ORD-0808-6196,64.3,1.0,East,Health & Beauty,In-Store POS,85.0,2026-08-08
2026-08-08,ORD-0808-1060,40.02,1.0,East,Home & Living,Online Store,108.0,2026-08-08
2026-08-08,ORD-0808-6440,105.27,2.0,West,Apparel,In-Store POS,144.0,2026-08-08
2026-08-08,ORD-0808-2931,267.5,1.0,North,Electronics,Online Store,119.0,2026-08-08
2026-08-08,ORD-0808-4702,138.14,2.0,West,Apparel,Marketplace,95.0,2026-08-08
2026-08-08,ORD-0808-4316,151.0,3.0,South,Apparel,Marketplace,83.0,2026-08-08
2026-08-08,ORD-0808-9022,93.49,3.0,East,Apparel,Marketplace,138.0,2026-08-08
2026-08-08,ORD-0808-7875,361.82,4.0,North,Electronics,Online Store,107.0,2026-08-08
2026-08-08,ORD-0808-6451,40.48,2.0,East,Home & Living,Mobile App,129.0,2026-08-08
2026-08-08,ORD-0808-9320,89.39,2.0,South,Health & Beauty,Mobile App,90.0,2026-08-08
2026-08-08,ORD-0808-8679,60.56,4.0,East,Home & Living,In-Store POS,132.0,2026-08-08
2026-08-08,ORD-0808-1632,170.33,4.0,West,Home & Living,Online Store,132.0,2026-08-08
2026-08-08,ORD-0808-2017,144.73,2.0,North,Health & Beauty,Marketplace,126.0,2026-08-08
2026-08-08,ORD-0808-2488,76.66,2.0,West,Health & Beauty,Marketplace,144.0,2026-08-08
2026-08-08,ORD-0808-1076,37.84,4.0,East,Apparel,In-Store POS,145.0,2026-08-08
2026-08-08,ORD-0808-1425,88.54,1.0,North,Health & Beauty,Marketplace,112.0,2026-08-08
2026-08-08,ORD-0808-6974,434.46,1.0,North,Electronics,Marketplace,96.0,2026-08-08
2026-08-08,ORD-0808-3323,152.07,3.0,South,Electronics,Mobile App,110.0,2026-08-08
2026-08-08,ORD-0808-6082,92.44,1.0,East,Home & Living,Marketplace,93.0,2026-08-08
2026-08-08,ORD-0808-3223,97.47,4.0,North,Health & Beauty,In-Store POS,116.0,2026-08-08
2026-08-08,ORD-0808-7974,93.46,2.0,North,Apparel,Online Store,133.0,2026-08-08
2026-08-08,ORD-0808-5548,94.85,3.0,West,Home & Living,In-Store POS,82.0,2026-08-08
2026-08-08,ORD-0808-4910,115.32,2.0,North,Home & Living,Marketplace,108.0,2026-08-08
2026-08-08,ORD-0808-4600,126.15,4.0,North,Apparel,In-Store POS,85.0,2026-08-08
2026-08-08,ORD-0808-1309,65.17,2.0,South,Apparel,In-Store POS,120.0,2026-08-08
2026-08-08,ORD-0808-7149,163.72,1.0,East,Apparel,Mobile App,93.0,2026-08-08
2026-08-08,ORD-0808-3759,62.18,1.0,South,Health & Beauty,Online Store,144.0,2026-08-08
2026-08-08,ORD-0808-3558,286.1,4.0,South,Electronics,Online Store,146.0,2026-08-08
2026-08-08,ORD-0808-5404,119.07,1.0,East,Health & Beauty,In-Store POS,90.0,2026-08-08
2026-08-09,ORD-0809-8979,527.62,2.0,East,Electronics,In-Store POS,93.0,2026-08-09
2026-08-09,ORD-0809-8721,111.59,2.0,South,Apparel,Mobile App,114.0,2026-08-09
2026-08-09,ORD-0809-5474,233.04,1.0,West,Electronics,Mobile App,122.0,2026-08-09
2026-08-09,ORD-0809-4429,139.29,3.0,South,Apparel,In-Store POS,94.0,2026-08-09
2026-08-09,ORD-0809-2523,80.86,4.0,North,Health & Beauty,Online Store,102.0,2026-08-09
2026-08-09,ORD-0809-3173,76.4,4.0,West,Electronics,Online Store,112.0,2026-08-09
2026-08-09,ORD-0809-4611,95.99,1.0,East,Home & Living,Marketplace,146.0,2026-08-09
2026-08-09,ORD-0809-4033,50.91,1.0,West,Home & Living,Mobile App,136.0,2026-08-09
2026-08-09,ORD-0809-7799,162.01,3.0,North,Apparel,Mobile App,102.0,2026-08-09
2026-08-09,ORD-0809-9016,52.87,3.0,South,Health & Beauty,Online Store,124.0,2026-08-09
2026-08-09,ORD-0809-9029,60.44,2.0,North,Health & Beauty,Marketplace,110.0,2026-08-09
2026-08-09,ORD-0809-9081,109.43,3.0,East,Health & Beauty,In-Store POS,138.0,2026-08-09
2026-08-09,ORD-0809-9080,90.92,3.0,North,Home & Living,In-Store POS,120.0,2026-08-09
2026-08-09,ORD-0809-4250,144.54,2.0,West,Apparel,Mobile App,138.0,2026-08-09
2026-08-09,ORD-0809-9010,95.3,4.0,East,Home & Living,In-Store POS,83.0,2026-08-09
2026-08-09,ORD-0809-5452,99.27,3.0,West,Home & Living,Online Store,95.0,2026-08-09
2026-08-09,ORD-0809-4679,224.57,3.0,North,Electronics,Mobile App,150.0,2026-08-09
2026-08-09,ORD-0809-5403,169.26,2.0,East,Health & Beauty,Mobile App,96.0,2026-08-09
2026-08-09,ORD-0809-4700,26.62,4.0,East,Health & Beauty,Marketplace,126.0,2026-08-09
2026-08-09,ORD-0809-7892,47.19,3.0,South,Home & Living,Marketplace,115.0,2026-08-09
2026-08-09,ORD-0809-1843,154.27,2.0,West,Home & Living,Marketplace,107.0,2026-08-09
2026-08-09,ORD-0809-9694,177.12,1.0,East,Apparel,Marketplace,94.0,2026-08-09
2026-08-09,ORD-0809-3359,142.47,3.0,South,Health & Beauty,Marketplace,105.0,2026-08-09
2026-08-09,ORD-0809-8239,123.19,3.0,South,Health & Beauty,In-Store POS,134.0,2026-08-09
2026-08-10,ORD-0810-1701,91.75,4.0,West,Apparel,In-Store POS,103.0,2026-08-10
2026-08-10,ORD-0810-2802,113.56,1.0,North,Home & Living,In-Store POS,132.0,2026-08-10
2026-08-10,ORD-0810-3907,330.54,3.0,South,Electronics,Online Store,145.0,2026-08-10
2026-08-10,ORD-0810-2854,47.43,4.0,North,Health & Beauty,In-Store POS,89.0,2026-08-10
2026-08-10,ORD-0810-3994,119.62,2.0,North,Home & Living,Online Store,103.0,2026-08-10
2026-08-10,ORD-0810-3632,36.1,2.0,West,Home & Living,Marketplace,131.0,2026-08-10
2026-08-10,ORD-0810-3717,56.21,1.0,East,Apparel,Mobile App,99.0,2026-08-10
2026-08-10,ORD-0810-1599,104.49,1.0,South,Electronics,Marketplace,96.0,2026-08-10
2026-08-10,ORD-0810-2309,88.85,1.0,North,Health & Beauty,Mobile App,128.0,2026-08-10
2026-08-10,ORD-0810-2742,68.24,4.0,East,Electronics,Online Store,131.0,2026-08-10
2026-08-10,ORD-0810-3053,103.05,1.0,North,Health & Beauty,Marketplace,141.0,2026-08-10
2026-08-10,ORD-0810-7913,126.6,1.0,South,Home & Living,Marketplace,133.0,2026-08-10
2026-08-10,ORD-0810-7086,231.28,1.0,South,Electronics,In-Store POS,123.0,2026-08-10
2026-08-10,ORD-0810-4805,124.76,3.0,West,Apparel,Mobile App,121.0,2026-08-10
2026-08-10,ORD-0810-2441,431.88,4.0,East,Electronics,Mobile App,140.0,2026-08-10
2026-08-10,ORD-0810-7055,78.86,4.0,South,Health & Beauty,Mobile App,119.0,2026-08-10
2026-08-11,ORD-0811-1289,144.14,1.0,West,Health & Beauty,Marketplace,92.0,2026-08-11
2026-08-11,ORD-0811-6986,105.44,3.0,North,Electronics,In-Store POS,83.0,2026-08-11
2026-08-11,ORD-0811-7308,490.42,4.0,South,Electronics,Online Store,94.0,2026-08-11
2026-08-11,ORD-0811-4973,102.08,2.0,East,Home & Living,In-Store POS,108.0,2026-08-11
2026-08-11,ORD-0811-4519,86.86,4.0,West,Health & Beauty,In-Store POS,129.0,2026-08-11
2026-08-11,ORD-0811-3774,76.75,2.0,West,Home & Living,Online Store,136.0,2026-08-11
2026-08-11,ORD-0811-4566,70.61,2.0,East,Electronics,In-Store POS,129.0,2026-08-11
2026-08-11,ORD-0811-8062,53.12,3.0,West,Apparel,Marketplace,137.0,2026-08-11
2026-08-11,ORD-0811-5402,93.79,4.0,West,Apparel,Online Store,130.0,2026-08-11
2026-08-11,ORD-0811-7328,322.22,4.0,North,Electronics,In-Store POS,101.0,2026-08-11
2026-08-11,ORD-0811-5266,102.29,3.0,East,Apparel,In-Store POS,82.0,2026-08-11
2026-08-11,ORD-0811-4457,50.68,4.0,South,Home & Living,Mobile App,109.0,2026-08-11
2026-08-11,ORD-0811-3889,87.47,4.0,East,Apparel,In-Store POS,103.0,2026-08-11
2026-08-11,ORD-0811-4906,164.99,4.0,West,Apparel,Mobile App,131.0,2026-08-11
2026-08-11,ORD-0811-1336,132.11,1.0,West,Apparel,Online Store,120.0,2026-08-11
2026-08-11,ORD-0811-9715,106.89,4.0,North,Home & Living,Online Store,90.0,2026-08-11
2026-08-11,ORD-0811-9166,79.39,1.0,South,Apparel,In-Store POS,131.0,2026-08-11
2026-08-11,ORD-0811-2343,109.72,1.0,West,Apparel,In-Store POS,146.0,2026-08-11
2026-08-12,ORD-0812-1691,106.45,2.0,West,Electronics,Marketplace,98.0,2026-08-12
2026-08-12,ORD-0812-6252,163.52,3.0,West,Health & Beauty,In-Store POS,124.0,2026-08-12
2026-08-12,ORD-0812-6937,119.12,4.0,North,Health & Beauty,Marketplace,81.0,2026-08-12
2026-08-12,ORD-0812-8794,142.82,4.0,West,Apparel,Marketplace,84.0,2026-08-12
2026-08-12,ORD-0812-5733,53.64,2.0,North,Home & Living,Marketplace,83.0,2026-08-12
2026-08-12,ORD-0812-9897,91.66,3.0,East,Home & Living,In-Store POS,130.0,2026-08-12
2026-08-12,ORD-0812-7343,62.02,4.0,East,Health & Beauty,Marketplace,143.0,2026-08-12
2026-08-12,ORD-0812-1701,41.98,3.0,North,Home & Living,Online Store,121.0,2026-08-12
2026-08-12,ORD-0812-7400,125.79,4.0,South,Apparel,In-Store POS,116.0,2026-08-12
2026-08-12,ORD-0812-6166,393.92,4.0,East,Electronics,In-Store POS,117.0,2026-08-12
2026-08-12,ORD-0812-3218,178.59,4.0,West,Health & Beauty,In-Store POS,146.0,2026-08-12
2026-08-12,ORD-0812-9568,38.54,4.0,South,Health & Beauty,Mobile App,131.0,2026-08-12
2026-08-12,ORD-0812-6511,147.79,3.0,North,Apparel,Online Store,113.0,2026-08-12
2026-08-12,ORD-0812-4910,157.59,2.0,North,Apparel,Online Store,108.0,2026-08-12
2026-08-12,ORD-0812-4031,70.02,4.0,South,Home & Living,In-Store POS,90.0,2026-08-12
2026-08-12,ORD-0812-8221,149.31,3.0,East,Health & Beauty,In-Store POS,80.0,2026-08-12
2026-08-12,ORD-0812-4986,214.75,3.0,West,Electronics,Marketplace,82.0,2026-08-12
2026-08-12,ORD-0812-8574,155.22,4.0,East,Home & Living,Marketplace,133.0,2026-08-12
2026-08-12,ORD-0812-9472,87.6,3.0,West,Home & Living,Online Store,135.0,2026-08-12
2026-08-12,ORD-0812-7168,28.1,1.0,West,Home & Living,Marketplace,121.0,2026-08-12
2026-08-12,ORD-0812-2586,177.16,4.0,East,Home & Living,In-Store POS,134.0,2026-08-12
2026-08-12,ORD-0812-7457,81.38,4.0,North,Apparel,Marketplace,139.0,2026-08-12
2026-08-13,ORD-0813-7201,172.07,1.0,North,Health & Beauty,Mobile App,98.0,2026-08-13
2026-08-13,ORD-0813-2145,137.07,4.0,West,Health & Beauty,Mobile App,106.0,2026-08-13
2026-08-13,ORD-0813-2071,447.76,3.0,West,Electronics,Online Store,150.0,2026-08-13
2026-08-13,ORD-0813-7642,108.23,1.0,South,Home & Living,Mobile App,85.0,2026-08-13
2026-08-13,ORD-0813-3361,161.56,4.0,South,Health & Beauty,In-Store POS,146.0,2026-08-13
2026-08-13,ORD-0813-6190,77.95,2.0,North,Home & Living,Online Store,94.0,2026-08-13
2026-08-13,ORD-0813-4865,106.2,2.0,East,Home & Living,Online Store,112.0,2026-08-13
2026-08-13,ORD-0813-8066,420.72,2.0,South,Electronics,Online Store,127.0,2026-08-13
2026-08-13,ORD-0813-8424,91.49,1.0,East,Health & Beauty,Online Store,105.0,2026-08-13
2026-08-13,ORD-0813-7530,124.94,1.0,East,Home & Living,Marketplace,87.0,2026-08-13
2026-08-13,ORD-0813-2734,117.03,3.0,South,Home & Living,Online Store,122.0,2026-08-13
2026-08-13,ORD-0813-5492,172.02,3.0,West,Electronics,Mobile App,90.0,2026-08-13
2026-08-13,ORD-0813-7750,171.78,4.0,East,Apparel,In-Store POS,101.0,2026-08-13
2026-08-13,ORD-0813-2978,535.37,3.0,South,Electronics,Marketplace,116.0,2026-08-13
2026-08-13,ORD-0813-9832,104.11,2.0,North,Home & Living,In-Store POS,108.0,2026-08-13
2026-08-13,ORD-0813-2765,173.22,4.0,East,Home & Living,Online Store,91.0,2026-08-13
2026-08-13,ORD-0813-5939,129.78,2.0,South,Apparel,Mobile App,149.0,2026-08-13
2026-08-13,ORD-0813-3812,140.57,4.0,East,Health & Beauty,Marketplace,139.0,2026-08-13
2026-08-13,ORD-0813-2022,282.07,1.0,North,Electronics,Online Store,129.0,2026-08-13
2026-08-14,ORD-0814-7173,62.8,4.0,East,Health & Beauty,In-Store POS,118.0,2026-08-14
2026-08-14,ORD-0814-2580,19.03,1.0,East,Health & Beauty,Online Store,136.0,2026-08-14
2026-08-14,ORD-0814-7393,50.16,2.0,West,Home & Living,Online Store,94.0,2026-08-14
2026-08-14,ORD-0814-8741,131.91,2.0,South,Electronics,Mobile App,125.0,2026-08-14
2026-08-14,ORD-0814-1286,88.69,1.0,North,Apparel,Marketplace,138.0,2026-08-14
2026-08-14,ORD-0814-2562,163.49,2.0,West,Home & Living,Online Store,127.0,2026-08-14
2026-08-14,ORD-0814-7682,60.27,4.0,North,Apparel,In-Store POS,83.0,2026-08-14
2026-08-14,ORD-0814-1671,91.1,3.0,West,Health & Beauty,Marketplace,111.0,2026-08-14
2026-08-14,ORD-0814-3550,29.5,3.0,East,Health & Beauty,Marketplace,120.0,2026-08-14
2026-08-14,ORD-0814-8950,528.43,3.0,South,Electronics,In-Store POS,108.0,2026-08-14
2026-08-14,ORD-0814-6633,152.75,4.0,South,Apparel,Mobile App,103.0,2026-08-14
2026-08-14,ORD-0814-3575,184.01,2.0,West,Electronics,Marketplace,133.0,2026-08-14
2026-08-14,ORD-0814-7893,186.09,3.0,South,Electronics,Online Store,140.0,2026-08-14
2026-08-14,ORD-0814-9362,68.5,3.0,South,Health & Beauty,Mobile App,140.0,2026-08-14
2026-08-14,ORD-0814-6891,92.72,1.0,South,Health & Beauty,Mobile App,82.0,2026-08-14
2026-08-14,ORD-0814-6625,138.2,3.0,North,Electronics,In-Store POS,138.0,2026-08-14
2026-08-14,ORD-0814-7782,140.58,3.0,North,Health & Beauty,In-Store POS,111.0,2026-08-14
2026-08-14,ORD-0814-7171,88.76,4.0,North,Home & Living,Online Store,131.0,2026-08-14
2026-08-14,ORD-0814-6225,169.02,1.0,South,Health & Beauty,Online Store,124.0,2026-08-14
2026-08-14,ORD-0814-5925,26.78,1.0,East,Electronics,Marketplace,83.0,2026-08-14
2026-08-14,ORD-0814-8446,63.71,1.0,North,Home & Living,Online Store,107.0,2026-08-14
2026-08-14,ORD-0814-7827,26.95,3.0,South,Home & Living,In-Store POS,94.0,2026-08-14
2026-08-14,ORD-0814-9175,141.34,2.0,West,Health & Beauty,Mobile App,143.0,2026-08-14
2026-08-14,ORD-0814-3694,134.89,3.0,North,Apparel,Online Store,83.0,2026-08-14
2026-08-14,ORD-0814-4086,81.91,3.0,South,Electronics,Mobile App,110.0,2026-08-14
2026-08-15,ORD-0815-6396,139.94,1.0,North,Home & Living,Marketplace,130.0,2026-08-15
2026-08-15,ORD-0815-4599,27.89,2.0,East,Home & Living,Online Store,129.0,2026-08-15
2026-08-15,ORD-0815-1012,26.65,3.0,West,Apparel,In-Store POS,138.0,2026-08-15
2026-08-15,ORD-0815-4303,96.12,2.0,West,Home & Living,Online Store,82.0,2026-08-15
2026-08-15,ORD-0815-8624,152.27,2.0,West,Health & Beauty,In-Store POS,87.0,2026-08-15
2026-08-15,ORD-0815-6899,357.23,3.0,North,Electronics,In-Store POS,82.0,2026-08-15
2026-08-15,ORD-0815-9912,39.58,2.0,West,Home & Living,Marketplace,148.0,2026-08-15
2026-08-15,ORD-0815-3097,68.83,2.0,East,Home & Living,Mobile App,111.0,2026-08-15
2026-08-15,ORD-0815-2476,170.68,3.0,West,Apparel,Online Store,117.0,2026-08-15
2026-08-15,ORD-0815-3343,51.83,3.0,East,Health & Beauty,Online Store,129.0,2026-08-15
2026-08-15,ORD-0815-1294,414.42,2.0,South,Electronics,Online Store,132.0,2026-08-15
2026-08-15,ORD-0815-1431,284.9,1.0,West,Electronics,Marketplace,108.0,2026-08-15
2026-08-15,ORD-0815-9324,239.64,1.0,West,Electronics,In-Store POS,145.0,2026-08-15
2026-08-15,ORD-0815-2615,132.54,4.0,North,Home & Living,Online Store,106.0,2026-08-15
2026-08-15,ORD-0815-8483,472.69,4.0,West,Electronics,In-Store POS,98.0,2026-08-15
2026-08-15,ORD-0815-1445,109.3,1.0,North,Home & Living,Online Store,113.0,2026-08-15
2026-08-15,ORD-0815-8096,88.18,3.0,West,Health & Beauty,In-Store POS,131.0,2026-08-15
2026-08-15,ORD-0815-3997,98.91,4.0,South,Health & Beauty,In-Store POS,81.0,2026-08-15
2026-08-15,ORD-0815-2302,227.32,2.0,West,Electronics,Online Store,95.0,2026-08-15
2026-08-15,ORD-0815-2401,122.32,4.0,South,Home & Living,Mobile App,135.0,2026-08-15
2026-08-15,ORD-0815-8871,129.68,2.0,West,Health & Beauty,Online Store,127.0,2026-08-15
2026-08-15,ORD-0815-2292,155.62,4.0,North,Electronics,Online Store,136.0,2026-08-15
2026-08-15,ORD-0815-9112,58.39,2.0,North,Electronics,Online Store,91.0,2026-08-15
2026-08-15,ORD-0815-5540,89.15,3.0,South,Apparel,Online Store,147.0,2026-08-15
2026-08-15,ORD-0815-8029,128.64,4.0,South,Home & Living,Mobile App,110.0,2026-08-15
2026-08-15,ORD-0815-4068,34.53,1.0,East,Apparel,Online Store,118.0,2026-08-15
2026-08-15,ORD-0815-6898,84.49,1.0,South,Health & Beauty,Online Store,136.0,2026-08-15
2026-08-15,ORD-0815-9443,18.51,3.0,East,Health & Beauty,Online Store,90.0,2026-08-15
2026-08-15,ORD-0815-3150,124.67,3.0,South,Home & Living,Mobile App,115.0,2026-08-15
2026-08-15,ORD-0815-6807,359.29,2.0,North,Electronics,Mobile App,126.0,2026-08-15
2026-08-15,ORD-0815-5612,149.97,2.0,West,Home & Living,Marketplace,91.0,2026-08-15
2026-08-15,ORD-0815-8758,35.62,4.0,North,Home & Living,In-Store POS,134.0,2026-08-15
2026-08-16,ORD-0816-8214,372.72,2.0,North,Electronics,Marketplace,96.0,2026-08-16
2026-08-16,ORD-0816-8402,74.6,2.0,West,Apparel,Mobile App,112.0,2026-08-16
2026-08-16,ORD-0816-3037,136.36,1.0,South,Apparel,Online Store,123.0,2026-08-16
2026-08-16,ORD-0816-1609,138.69,1.0,North,Apparel,In-Store POS,96.0,2026-08-16
2026-08-16,ORD-0816-8282,176.18,3.0,East,Electronics,Marketplace,142.0,2026-08-16
2026-08-16,ORD-0816-5598,287.59,1.0,West,Electronics,In-Store POS,146.0,2026-08-16
2026-08-16,ORD-0816-3422,382.8,3.0,South,Electronics,In-Store POS,135.0,2026-08-16
2026-08-16,ORD-0816-6027,113.9,2.0,East,Electronics,Online Store,126.0,2026-08-16
2026-08-16,ORD-0816-4717,25.91,2.0,South,Health & Beauty,Mobile App,137.0,2026-08-16
2026-08-16,ORD-0816-9873,45.2,3.0,South,Apparel,In-Store POS,99.0,2026-08-16
2026-08-16,ORD-0816-1264,166.34,3.0,North,Home & Living,Online Store,100.0,2026-08-16
2026-08-16,ORD-0816-4260,75.91,1.0,North,Home & Living,Mobile App,128.0,2026-08-16
2026-08-16,ORD-0816-2182,114.14,3.0,South,Electronics,Mobile App,135.0,2026-08-16
2026-08-16,ORD-0816-9210,283.36,2.0,West,Electronics,Online Store,133.0,2026-08-16
2026-08-16,ORD-0816-6341,122.44,1.0,East,Electronics,In-Store POS,88.0,2026-08-16
2026-08-16,ORD-0816-1387,156.34,3.0,North,Health & Beauty,Online Store,84.0,2026-08-16
2026-08-16,ORD-0816-8806,107.55,2.0,North,Health & Beauty,Online Store,118.0,2026-08-16
2026-08-16,ORD-0816-6314,36.81,1.0,East,Apparel,Marketplace,130.0,2026-08-16
2026-08-16,ORD-0816-8365,272.17,3.0,West,Electronics,Online Store,122.0,2026-08-16
2026-08-16,ORD-0816-2571,18.73,4.0,East,Health & Beauty,Online Store,134.0,2026-08-16
2026-08-16,ORD-0816-3951,56.47,2.0,North,Apparel,Mobile App,99.0,2026-08-16
2026-08-16,ORD-0816-4449,66.77,2.0,South,Home & Living,Marketplace,144.0,2026-08-16
2026-08-16,ORD-0816-1207,50.87,1.0,North,Health & Beauty,Marketplace,123.0,2026-08-16
2026-08-16,ORD-0816-6045,92.18,3.0,North,Electronics,Mobile App,113.0,2026-08-16
2026-08-16,ORD-0816-5328,54.83,2.0,East,Apparel,Online Store,93.0,2026-08-16
2026-08-16,ORD-0816-6325,171.37,4.0,North,Electronics,Mobile App,143.0,2026-08-16
2026-08-16,ORD-0816-6187,35.17,4.0,North,Home & Living,Mobile App,103.0,2026-08-16
2026-08-16,ORD-0816-5140,313.5,4.0,West,Electronics,Mobile App,140.0,2026-08-16
2026-08-16,ORD-0816-5227,42.41,3.0,South,Health & Beauty,Marketplace,99.0,2026-08-16
2026-08-16,ORD-0816-6962,275.54,4.0,North,Electronics,Marketplace,144.0,2026-08-16
2026-08-16,ORD-0816-8387,80.15,3.0,South,Apparel,Online Store,89.0,2026-08-16
2026-08-16,ORD-0816-4864,130.42,4.0,South,Apparel,Marketplace,97.0,2026-08-16
2026-08-17,ORD-0817-8862,221.36,3.0,South,Electronics,In-Store POS,128.0,2026-08-17
2026-08-17,ORD-0817-6412,155.41,4.0,North,Health & Beauty,Mobile App,135.0,2026-08-17
2026-08-17,ORD-0817-8992,47.01,2.0,North,Home & Living,Online Store,148.0,2026-08-17
2026-08-17,ORD-0817-5394,69.76,2.0,North,Health & Beauty,Mobile App,86.0,2026-08-17
2026-08-17,ORD-0817-5888,385.21,4.0,West,Electronics,Online Store,111.0,2026-08-17
2026-08-17,ORD-0817-7236,49.35,3.0,East,Electronics,In-Store POS,83.0,2026-08-17
2026-08-17,ORD-0817-2382,67.32,4.0,South,Home & Living,Online Store,91.0,2026-08-17
2026-08-17,ORD-0817-3209,96.45,4.0,West,Home & Living,In-Store POS,120.0,2026-08-17
2026-08-17,ORD-0817-6038,305.63,1.0,West,Electronics,Marketplace,137.0,2026-08-17
2026-08-17,ORD-0817-3055,155.79,1.0,South,Home & Living,Online Store,105.0,2026-08-17
2026-08-17,ORD-0817-3087,133.72,3.0,East,Electronics,Online Store,121.0,2026-08-17
2026-08-17,ORD-0817-1330,61.96,2.0,East,Home & Living,In-Store POS,111.0,2026-08-17
2026-08-17,ORD-0817-2612,74.66,2.0,East,Apparel,Marketplace,84.0,2026-08-17
2026-08-17,ORD-0817-6158,13.6,1.0,East,Health & Beauty,Marketplace,108.0,2026-08-17
2026-08-17,ORD-0817-9242,366.65,3.0,North,Electronics,In-Store POS,118.0,2026-08-17
2026-08-17,ORD-0817-7692,39.5,1.0,West,Apparel,In-Store POS,92.0,2026-08-17
2026-08-17,ORD-0817-5004,44.91,3.0,East,Apparel,Marketplace,105.0,2026-08-17
2026-08-17,ORD-0817-8948,48.37,3.0,East,Apparel,Marketplace,82.0,2026-08-17
2026-08-17,ORD-0817-6218,166.95,3.0,North,Home & Living,In-Store POS,117.0,2026-08-17
2026-08-17,ORD-0817-9181,76.93,3.0,West,Apparel,Marketplace,84.0,2026-08-17
2026-08-17,ORD-0817-7594,61.81,1.0,East,Home & Living,Online Store,141.0,2026-08-17
2026-08-17,ORD-0817-8589,42.89,4.0,East,Health & Beauty,Mobile App,129.0,2026-08-17
2026-08-17,ORD-0817-2316,108.18,2.0,North,Health & Beauty,Online Store,116.0,2026-08-17
2026-08-17,ORD-0817-7092,336.86,4.0,North,Electronics,In-Store POS,85.0,2026-08-17
2026-08-17,ORD-0817-5804,80.37,1.0,West,Apparel,Online Store,149.0,2026-08-17
2026-08-17,ORD-0817-4910,103.32,4.0,South,Apparel,Online Store,144.0,2026-08-17
2026-08-18,ORD-0818-1273,111.29,2.0,South,Health & Beauty,In-Store POS,101.0,2026-08-18
2026-08-18,ORD-0818-2837,87.71,2.0,East,Home & Living,In-Store POS,89.0,2026-08-18
2026-08-18,ORD-0818-7210,95.32,1.0,East,Electronics,In-Store POS,145.0,2026-08-18
2026-08-18,ORD-0818-4123,459.36,1.0,East,Electronics,Mobile App,86.0,2026-08-18
2026-08-18,ORD-0818-1694,248.42,1.0,East,Electronics,Marketplace,89.0,2026-08-18
2026-08-18,ORD-0818-4406,341.12,1.0,North,Electronics,Online Store,111.0,2026-08-18
2026-08-18,ORD-0818-2051,76.27,1.0,West,Health & Beauty,In-Store POS,137.0,2026-08-18
2026-08-18,ORD-0818-3656,27.57,4.0,South,Apparel,In-Store POS,81.0,2026-08-18
2026-08-18,ORD-0818-5568,379.9,4.0,East,Electronics,Online Store,139.0,2026-08-18
2026-08-18,ORD-0818-7248,161.38,2.0,North,Home & Living,Mobile App,145.0,2026-08-18
2026-08-18,ORD-0818-8581,103.96,3.0,East,Apparel,Marketplace,89.0,2026-08-18
2026-08-18,ORD-0818-1470,34.73,3.0,South,Home & Living,Online Store,111.0,2026-08-18
2026-08-18,ORD-0818-4681,130.12,2.0,West,Electronics,Marketplace,91.0,2026-08-18
2026-08-18,ORD-0818-8773,168.22,1.0,North,Home & Living,Online Store,146.0,2026-08-18
2026-08-18,ORD-0818-2335,26.26,1.0,West,Home & Living,Marketplace,141.0,2026-08-18
2026-08-18,ORD-0818-4059,61.3,4.0,West,Apparel,Marketplace,111.0,2026-08-18
2026-08-18,ORD-0818-9463,450.47,2.0,West,Electronics,Online Store,118.0,2026-08-18
2026-08-19,ORD-0819-7176,283.67,2.0,North,Electronics,In-Store POS,129.0,2026-08-19
