date,order_id,revenue,units,region,product_category,sales_channel,visitors,_parsed_date
2026-08-06,ORD-0806-4882,169.62,3.0,North,Home & Living,In-Store POS,148.0,2026-08-06
2026-08-06,ORD-0806-8779,159.6,1.0,West,Home & Living,In-Store POS,115.0,2026-08-06
2026-08-07,ORD-0807-3108,174.5,3.0,East,Home & Living,Online Store,99.0,2026-08-07
2026-08-07,ORD-0807-1252,116.67,3.0,East,Health & Beauty,Mobile App,88.0,2026-08-07
2026-08-07,ORD-0807-8746,34.19,1.0,East,Apparel,Marketplace,137.0,2026-08-07
2026-08-07,ORD-0807-4531,144.89,4.0,North,Apparel,Marketplace,83.0,2026-08-07
2026-08-07,ORD-0807-4432,59.85,3.0,West,Home & Living,Marketplace,111.0,2026-08-07
2026-08-07,ORD-0807-5900,144.57,1.0,North,Health & Beauty,Mobile App,112.0,2026-08-07
2026-08-07,ORD-0807-7810,141.06,3.0,South,Home & Living,In-Store POS,112.0,2026-08-07
2026-08-07,ORD-0807-3213,109.61,1.0,West,Apparel,In-Store POS,91.0,2026-08-07
2026-08-07,ORD-0807-7506,62.27,2.0,North,Home & Living,Online Store,93.0,2026-08-07
2026-08-07,ORD-0807-4248,108.02,3.0,North,Electronics,Online Store,115.0,2026-08-07
2026-08-07,ORD-0807-9131,29.64,4.0,South,Home & Living,In-Store POS,138.0,2026-08-07
2026-08-07,ORD-0807-1747,173.98,2.0,East,Apparel,Mobile App,140.0,2026-08-07
2026-08-07,ORD-0807-2499,212.89,3.0,South,Electronics,Mobile App,91.0,2026-08-07
2026-08-07,ORD-0807-9474,37.23,1.0,West,Home & Living,Marketplace,140.0,2026-08-07
2026-08-07,ORD-0807-8462,100.78,4.0,East,Home & Living,Marketplace,89.0,2026-08-07
2026-08-07,ORD-0807-3944,87.44,2.0,South,Health & Beauty,Marketplace,130.0,2026-08-07
2026-08-07,ORD-0807-6087,76.93,1.0,West,Apparel,In-Store POS,82.0,2026-08-07
2026-08-07,ORD-0807-5154,75.41,2.0,North,Home & Living,Mobile App,100.0,2026-08-07
2026-08-07,ORD-0807-4644,42.51,1.0,East,Health & Beauty,Marketplace,90.0,2026-08-07
2026-08-07,ORD-0807-2578,99.13,4.0,North,Health & Beauty,In-Store POS,109.0,2026-08-07
2026-08-07,ORD-0807-1803,75.55,1.0,West,Apparel,In-Store POS,122.0,2026-08-07
2026-08-07,ORD-0807-9023,224.75,3.0,North,Electronics,Mobile App,143.0,2026-08-07
2026-08-07,ORD-0807-9867,168.55,4.0,North,Home & Living,Marketplace,86.0,2026-08-07
2026-08-07,ORD-0807-2401,410.19,4.0,West,Electronics,Online Store,130.0,2026-08-07
2026-08-07,ORD-0807-9228,66.27,1.0,East,Health & Beauty,Online Store,135.0,2026-08-07
2026-08-07,ORD-0807-7733,146.22,1.0,North,Apparel,Mobile App,86.0,2026-08-07
2026-08-07,ORD-0807-4799,260.53,2.0,North,Electronics,Online Store,111.0,2026-08-07
2026-08-08,ORD-0808-6429,38.58,4.0,West,Apparel,In-Store POS,139.0,2026-08-08
2026-08-08,ORD-0808-9727,47.64,4.0,North,Home & Living,In-Store POS,85.0,2026-08-08
2026-08-08,ORD-0808-8172,163.13,2.0,East,Health & Beauty,Marketplace,118.0,2026-08-08
2026-08-08,ORD-0808-1305,118.18,1.0,West,Health & Beauty,In-Store POS,109.0,2026-08-08
2026-08-08,ORD-0808-4594,102.11,4.0,West,Electronics,In-Store POS,102.0,2026-08-08
2026-08-08,ORD-0808-6505,175.37,2.0,East,Electronics,In-Store POS,137.0,2026-08-08
2026-08-08,ORD-0808-2960,311.3,2.0,South,Electronics,In-Store POS,90.0,2026-08-08
2026-08-08,ORD-0808-9578,133.39,3.0,North,Home & Living,Online Store,90.0,2026-08-08
2026-08-08,ORD-0808-2792,83.88,2.0,West,Apparel,In-Store POS,83.0,2026-08-08
2026-08-08,ORD-0808-6165,77.03,4.0,East,Health & Beauty,In-Store POS,135.0,2026-08-08
2026-08-08,ORD-0808-6204,70.47,1.0,South,Apparel,In-Store POS,121.0,2026-08-08
2026-08-08,ORD-0808-1215,163.19,3.0,North,Health & Beauty,Marketplace,99.0,2026-08-08
2026-08-08,ORD-0808-7972,32.11,2.0,South,Apparel,Online Store,130.0,2026-08-08
2026-08-08,ORD-0808-8319,42.82,2.0,South,Apparel,Mobile App,102.0,2026-08-08
2026-08-08,ORD-0808-1335,109.51,3.0,West,Health & Beauty,In-Store POS,81.0,2026-08-08
2026-08-08,ORD-0808-1910,220.25,2.0,West,Electronics,In-Store POS,91.0,2026-08-08
2026-08-08,ORD-0808-6404,37.34,2.0,West,Home & Living,Mobile App,87.0,2026-08-08
2026-08-08,ORD-0808-8752,337.82,2.0,East,Electronics,Mobile App,95.0,2026-08-08
2026-08-08,ORD-0808-7567,86.79,3.0,North,Home & Living,Online Store,118.0,2026-08-08
2026-08-08,ORD-0808-3602,59.28,4.0,South,Apparel,Marketplace,122.0,2026-08-08
2026-08-08,ORD-0808-3116,164.78,2.0,East,Apparel,Online Store,124.0,2026-08-08
2026-08-08,ORD-0808-7892,95.57,3.0,West,Home & Living,Mobile App,117.0,2026-08-08
2026-08-08,ORD-0808-5609,35.2,1.0,South,Apparel,In-Store POS,120.0,2026-08-08
2026-08-08,ORD-0808-5165,39.74,4.0,East,Home & Living,Online Store,111.0,2026-08-08
2026-08-08,ORD-0808-9845,43.61,2.0,North,Health & Beauty,Marketplace,92.0,2026-08-08
2026-08-08,ORD-0808-6332,127.31,3.0,East,Apparel,In-Store POS,140.0,2026-08-08
2026-08-08,ORD-0808-3510,50.69,3.0,South,Health & Beauty,Marketplace,124.0,2026-08-08
2026-08-08,ORD-0808-9228,28.67,3.0,North,Home & Living,Mobile App,97.0,2026-08-08
2026-08-08,ORD-0808-3613,80.59,2.0,East,Apparel,Online Store,98.0,2026-08-08
2026-08-08,ORD-0808-7657,37.86,1.0,East,Health & Beauty,In-Store POS,98.0,2026-08-08
2026-08-08,ORD-0808-9949,25.77,1.0,East,Health & Beauty,In-Store POS,145.0,2026-08-08
2026-08-08,ORD-0808-8716,81.84,1.0,West,Apparel,Online Store,147.0,2026-08-08
2026-08-08,ORD-0808-9859,30.53,1.0,North,Health & Beauty,Marketplace,88.0,2026-08-08
2026-08-08,ORD-0808-4824,361.67,4.0,South,Electronics,In-Store POS,127.0,2026-08-08
2026-08-08,ORD-0808-6026,533.44,1.0,West,Electronics,Marketplace,123.0,2026-08-08
2026-08-08,ORD-0808-1714,49.06,2.0,South,Health & Beauty,Marketplace,121.0,2026-08-08
2026-08-08,ORD-0808-8106,129.62,2.0,East,Electronics,Marketplace,132.0,2026-08-08
2026-08-08,ORD-0808-7591,48.85,3.0,West,Health & Beauty,Mobile App,138.0,2026-08-08
2026-08-08,ORD-0808-8364,144.67,1.0,East,Home & Living,Marketplace,137.0,2026-08-08
2026-08-08,ORD-0808-2547,337.16,3.0,East,Electronics,Mobile App,135.0,2026-08-08
2026-08-09,ORD-0809-9117,128.12,3.0,West,Health & Beauty,Marketplace,98.0,2026-08-09
2026-08-09,ORD-0809-7650,96.48,1.0,East,Apparel,In-Store POS,133.0,2026-08-09
2026-08-09,ORD-0809-9703,152.05,4.0,South,Health & Beauty,Online Store,124.0,2026-08-09
2026-08-09,ORD-0809-7341,163.53,1.0,South,Electronics,In-Store POS,123.0,2026-08-09
2026-08-09,ORD-0809-9851,66.86,4.0,West,Apparel,Online Store,134.0,2026-08-09
2026-08-09,ORD-0809-1988,362.91,4.0,West,Electronics,Marketplace,97.0,2026-08-09
2026-08-09,ORD-0809-5725,225.81,1.0,East,Electronics,Mobile App,146.0,2026-08-09
2026-08-09,ORD-0809-6014,58.15,2.0,South,Health & Beauty,Online Store,121.0,2026-08-09
2026-08-09,ORD-0809-1393,170.92,4.0,South,Home & Living,Online Store,123.0,2026-08-09
2026-08-09,ORD-0809-5907,89.27,4.0,South,Health & Beauty,Mobile App,96.0,2026-08-09
2026-08-09,ORD-0809-3256,475.55,3.0,East,Electronics,Mobile App,91.0,2026-08-09
2026-08-09,ORD-0809-4701,234.09,2.0,West,Electronics,Marketplace,138.0,2026-08-09
2026-08-09,ORD-0809-2030,110.86,3.0,West,Health & Beauty,Online Store,95.0,2026-08-09
2026-08-09,ORD-0809-6308,47.4,2.0,East,Apparel,Marketplace,117.0,2026-08-09
2026-08-09,ORD-0809-2493,118.16,3.0,West,Health & Beauty,Mobile App,119.0,2026-08-09
2026-08-09,ORD-0809-9595,149.74,3.0,West,Home & Living,Mobile App,140.0,2026-08-09
2026-08-09,ORD-0809-4184,51.39,2.0,North,Apparel,In-Store POS,100.0,2026-08-09
2026-08-09,ORD-0809-9436,429.46,2.0,North,Electronics,Mobile App,132.0,2026-08-09
2026-08-09,ORD-0809-4112,156.03,2.0,South,Home & Living,Mobile App,124.0,2026-08-09
2026-08-09,ORD-0809-8473,170.97,4.0,West,Home & Living,Mobile App,137.0,2026-08-09
2026-08-09,ORD-0809-2093,177.37,4.0,North,Apparel,Mobile App,107.0,2026-08-09
2026-08-09,ORD-0809-2191,393.72,2.0,West,Electronics,Marketplace,119.0,2026-08-09
2026-08-09,ORD-0809-1724,35.12,1.0,North,Home & Living,Online Store,88.0,2026-08-09
2026-08-09,ORD-0809-7832,147.28,4.0,North,Home & Living,In-Store POS,94.0,2026-08-09
2026-08-09,ORD-0809-8917,80.96,1.0,North,Health & Beauty,Online Store,139.0,2026-08-09
2026-08-09,ORD-0809-8158,72.28,1.0,North,Apparel,Marketplace,87.0,2026-08-09
2026-08-09,ORD-0809-3921,121.35,2.0,South,Health & Beauty,Online Store,112.0,2026-08-09
2026-08-09,ORD-0809-6472,134.15,4.0,South,Health & Beauty,Marketplace,131.0,2026-08-09
2026-08-09,ORD-0809-9338,103.85,2.0,North,Apparel,In-Store POS,82.0,2026-08-09
2026-08-09,ORD-0809-5363,62.71,3.0,East,Apparel,Online Store,136.0,2026-08-09
2026-08-09,ORD-0809-3239,144.39,3.0,West,Electronics,Online Store,122.0,2026-08-09
2026-08-09,ORD-0809-5514,170.19,4.0,West,Health & Beauty,In-Store POS,104.0,2026-08-09
2026-08-09,ORD-0809-6509,80.12,4.0,North,Apparel,Marketplace,116.0,2026-08-09
2026-08-09,ORD-0809-5276,154.76,1.0,North,Home & Living,Mobile App,131.0,2026-08-09
2026-08-09,ORD-0809-8633,308.9,1.0,South,Electronics,Online Store,141.0,2026-08-09
2026-08-09,ORD-0809-8014,75.45,4.0,West,Health & Beauty,Marketplace,124.0,2026-08-09
2026-08-09,ORD-0809-8744,153.42,3.0,North,Apparel,In-Store POS,90.0,2026-08-09
2026-08-09,ORD-0809-7145,144.98,2.0,East,Health & Beauty,Mobile App,105.0,2026-08-09
2026-08-09,ORD-0809-8472,35.63,4.0,South,Home & Living,Online Store,125.0,2026-08-09
2026-08-10,ORD-0810-3770,113.51,1.0,South,Health & Beauty,Marketplace,148.0,2026-08-10
2026-08-10,ORD-0810-1522,154.66,3.0,North,Apparel,Marketplace,131.0,2026-08-10
2026-08-10,ORD-0810-8748,78.69,1.0,South,Apparel,In-Store POS,101.0,2026-08-10
2026-08-10,ORD-0810-7759,145.06,3.0,North,Apparel,In-Store POS,103.0,2026-08-10
2026-08-10,ORD-0810-4102,114.99,2.0,West,Home & Living,Mobile App,83.0,2026-08-10
2026-08-10,ORD-0810-2343,102.83,3.0,West,Electronics,Online Store,98.0,2026-08-10
2026-08-10,ORD-0810-5363,129.5,4.0,East,Apparel,In-Store POS,150.0,2026-08-10
2026-08-10,ORD-0810-1579,130.98,4.0,North,Health & Beauty,Mobile App,81.0,2026-08-10
2026-08-10,ORD-0810-1402,69.64,1.0,South,Apparel,In-Store POS,150.0,2026-08-10
2026-08-10,ORD-0810-3290,137.72,4.0,North,Electronics,Marketplace,141.0,2026-08-10
2026-08-10,ORD-0810-1847,25.51,3.0,West,Health & Beauty,Marketplace,146.0,2026-08-10
2026-08-10,ORD-0810-9526,100.76,2.0,North,Apparel,Mobile App,119.0,2026-08-10
2026-08-10,ORD-0810-1387,172.31,1.0,East,Health & Beauty,Mobile App,92.0,2026-08-10
2026-08-10,ORD-0810-1525,48.29,1.0,South,Home & Living,Online Store,93.0,2026-08-10
2026-08-10,ORD-0810-4818,142.79,4.0,South,Health & Beauty,Online Store,82.0,2026-08-10
2026-08-11,ORD-0811-9469,117.69,3.0,North,Electronics,Mobile App,109.0,2026-08-11
2026-08-11,ORD-0811-9461,40.39,4.0,South,Apparel,Marketplace,106.0,2026-08-11
2026-08-11,ORD-0811-3633,91.01,4.0,West,Home & Living,Online Store,112.0,2026-08-11
2026-08-11,ORD-0811-9421,301.75,1.0,South,Electronics,In-Store POS,146.0,2026-08-11
2026-08-11,ORD-0811-7511,30.54,2.0,North,Apparel,Marketplace,121.0,2026-08-11
2026-08-11,ORD-0811-4127,118.97,4.0,West,Home & Living,In-Store POS,131.0,2026-08-11
2026-08-11,ORD-0811-1116,28.43,4.0,North,Home & Living,Online Store,144.0,2026-08-11
2026-08-11,ORD-0811-9860,385.98,3.0,West,Electronics,Online Store,86.0,2026-08-11
2026-08-11,ORD-0811-7208,46.34,2.0,West,Health & Beauty,Marketplace,99.0,2026-08-11
2026-08-11,ORD-0811-7369,134.11,4.0,South,Health & Beauty,In-Store POS,145.0,2026-08-11
2026-08-11,ORD-0811-9806,177.62,2.0,East,Health & Beauty,Online Store,142.0,2026-08-11
2026-08-11,ORD-0811-4819,125.3,4.0,North,Apparel,Online Store,89.0,2026-08-11
2026-08-11,ORD-0811-6631,150.6,2.0,East,Home & Living,In-Store POS,118.0,2026-08-11
2026-08-11,ORD-0811-4142,37.85,3.0,South,Apparel,In-Store POS,126.0,2026-08-11
2026-08-11,ORD-0811-8605,44.0,2.0,South,Health & Beauty,In-Store POS,122.0,2026-08-11
2026-08-11,ORD-0811-7312,30.04,2.0,East,Apparel,Mobile App,110.0,2026-08-11
2026-08-11,ORD-0811-9144,104.32,1.0,East,Electronics,Online Store,96.0,2026-08-11
2026-08-11,ORD-0811-4420,143.58,3.0,West,Home & Living,Mobile App,104.0,2026-08-11
2026-08-11,ORD-0811-4199,488.53,1.0,West,Electronics,Online Store,119.0,2026-08-11
2026-08-11,ORD-0811-2426,49.02,4.0,East,Health & Beauty,Marketplace,125.0,2026-08-11
2026-08-11,ORD-0811-5360,143.86,3.0,South,Home & Living,Mobile App,135.0,2026-08-11
2026-08-11,ORD-0811-8983,129.45,2.0,South,Home & Living,Marketplace,144.0,2026-08-11
2026-08-12,ORD-0812-5010,160.77,4.0,West,Electronics,Mobile App,90.0,2026-08-12
2026-08-12,ORD-0812-7324,175.92,1.0,West,Health & Beauty,In-Store POS,137.0,2026-08-12
2026-08-12,ORD-0812-1989,88.26,4.0,East,Home & Living,Mobile App,131.0,2026-08-12
2026-08-12,ORD-0812-4066,56.42,4.0,North,Home & Living,In-Store POS,105.0,2026-08-12
2026-08-12,ORD-0812-5783,74.16,3.0,South,Health & Beauty,Marketplace,131.0,2026-08-12
2026-08-12,ORD-0812-1551,144.79,1.0,North,Apparel,Marketplace,91.0,2026-08-12
2026-08-12,ORD-0812-8938,30.11,4.0,West,Home & Living,Online Store,85.0,2026-08-12
2026-08-12,ORD-0812-5435,29.22,4.0,East,Home & Living,Mobile App,132.0,2026-08-12
2026-08-12,ORD-0812-8946,147.44,2.0,West,Electronics,Mobile App,149.0,2026-08-12
2026-08-12,ORD-0812-2816,121.88,3.0,South,Apparel,Mobile App,119.0,2026-08-12
2026-08-12,ORD-0812-7515,390.03,3.0,West,Electronics,Marketplace,102.0,2026-08-12
2026-08-12,ORD-0812-8650,462.49,4.0,North,Electronics,Mobile App,130.0,2026-08-12
2026-08-12,ORD-0812-6280,282.4,4.0,North,Electronics,Online Store,85.0,2026-08-12
2026-08-12,ORD-0812-9794,46.56,2.0,West,Apparel,In-Store POS,113.0,2026-08-12
2026-08-12,ORD-0812-3119,121.33,2.0,South,Home & Living,Mobile App,126.0,2026-08-12
2026-08-12,ORD-0812-9984,113.49,3.0,South,Health & Beauty,Mobile App,102.0,2026-08-12
2026-08-12,ORD-0812-4527,122.89,4.0,South,Home & Living,Mobile App,126.0,2026-08-12
2026-08-12,ORD-0812-3264,146.0,1.0,South,Health & Beauty,Mobile App,96.0,2026-08-12
2026-08-12,ORD-0812-9761,99.72,4.0,South,Apparel,In-Store POS,147.0,2026-08-12
2026-08-12,ORD-0812-6071,77.24,3.0,East,Apparel,Online Store,111.0,2026-08-12
2026-08-12,ORD-0812-5216,394.23,1.0,West,Electronics,Marketplace,89.0,2026-08-12
2026-08-12,ORD-0812-3641,156.1,1.0,North,Home & Living,Marketplace,100.0,2026-08-12
2026-08-12,ORD-0812-2855,104.37,3.0,West,Home & Living,In-Store POS,97.0,2026-08-12
2026-08-12,ORD-0812-4900,68.64,4.0,West,Apparel,Marketplace,95.0,2026-08-12
2026-08-12,ORD-0812-3433,76.83,4.0,North,Apparel,In-Store POS,87.0,2026-08-12
2026-08-13,ORD-0813-5069,135.42,1.0,South,Home & Living,Marketplace,149.0,2026-08-13
2026-08-13,ORD-0813-5243,434.23,3.0,South,Electronics,Marketplace,129.0,2026-08-13
2026-08-13,ORD-0813-9427,63.16,4.0,North,Health & Beauty,Mobile App,92.0,2026-08-13
2026-08-13,ORD-0813-7409,71.74,3.0,East,Apparel,Online Store,90.0,2026-08-13
2026-08-13,ORD-0813-3036,33.23,1.0,South,Apparel,Online Store,87.0,2026-08-13
2026-08-13,ORD-0813-8488,50.85,2.0,South,Home & Living,In-Store POS,104.0,2026-08-13
2026-08-13,ORD-0813-9509,402.5,3.0,East,Electronics,Online Store,91.0,2026-08-13
2026-08-13,ORD-0813-4639,147.27,3.0,South,Apparel,In-Store POS,109.0,2026-08-13
2026-08-13,ORD-0813-2639,170.64,2.0,South,Apparel,Marketplace,128.0,2026-08-13
2026-08-13,ORD-0813-5920,65.26,4.0,South,Apparel,In-Store POS,97.0,2026-08-13
2026-08-13,ORD-0813-9191,46.62,3.0,East,Home & Living,Mobile App,134.0,2026-08-13
2026-08-13,ORD-0813-4526,171.5,3.0,South,Health & Beauty,Marketplace,98.0,2026-08-13
2026-08-13,ORD-0813-3500,110.0,1.0,North,Home & Living,Online Store,120.0,2026-08-13
2026-08-13,ORD-0813-7249,368.13,2.0,North,Electronics,Marketplace,94.0,2026-08-13
2026-08-13,ORD-0813-9655,148.94,2.0,East,Home & Living,In-Store POS,143.0,2026-08-13
2026-08-13,ORD-0813-9535,274.65,4.0,North,Electronics,Mobile App,122.0,2026-08-13
2026-08-13,ORD-0813-3911,81.13,2.0,South,Health & Beauty,Marketplace,81.0,2026-08-13
2026-08-13,ORD-0813-3453,131.02,3.0,North,Home & Living,Online Store,118.0,2026-08-13
2026-08-13,ORD-0813-8882,99.3,4.0,West,Electronics,Marketplace,86.0,2026-08-13
2026-08-13,ORD-0813-6779,113.53,2.0,East,Health & Beauty,Marketplace,131.0,2026-08-13
2026-08-13,ORD-0813-3724,126.78,4.0,North,Health & Beauty,Marketplace,83.0,2026-08-13
2026-08-13,ORD-0813-9960,172.09,3.0,South,Home & Living,Online Store,113.0,2026-08-13
2026-08-14,ORD-0814-1350,52.31,2.0,South,Apparel,Online Store,116.0,2026-08-14
2026-08-14,ORD-0814-2400,42.07,2.0,North,Health & Beauty,Mobile App,150.0,2026-08-14
2026-08-14,ORD-0814-5330,41.28,1.0,South,Apparel,Mobile App,85.0,2026-08-14
2026-08-14,ORD-0814-6539,120.57,2.0,West,Electronics,Online Store,107.0,2026-08-14
2026-08-14,ORD-0814-4115,86.34,3.0,North,Health & Beauty,Online Store,138.0,2026-08-14
2026-08-14,ORD-0814-1160,147.98,1.0,West,Home & Living,Mobile App,103.0,2026-08-14
2026-08-14,ORD-0814-5730,37.54,3.0,East,Health & Beauty,In-Store POS,138.0,2026-08-14
2026-08-14,ORD-0814-2517,356.31,4.0,West,Electronics,Mobile App,100.0,2026-08-14
2026-08-14,ORD-0814-4391,40.89,2.0,East,Health & Beauty,Marketplace,103.0,2026-08-14
2026-08-14,ORD-0814-6645,34.09,2.0,West,Home & Living,Marketplace,110.0,2026-08-14
2026-08-14,ORD-0814-6966,87.68,2.0,West,Apparel,Online Store,98.0,2026-08-14
2026-08-14,ORD-0814-5754,55.95,4.0,East,Apparel,In-Store POS,115.0,2026-08-14
2026-08-14,ORD-0814-4785,85.86,2.0,East,Electronics,Mobile App,126.0,2026-08-14
2026-08-14,ORD-0814-1511,134.84,2.0,South,Home & Living,Mobile App,148.0,2026-08-14
2026-08-14,ORD-0814-5965,37.25,4.0,East,Home & Living,Marketplace,147.0,2026-08-14
2026-08-14,ORD-0814-3502,491.02,2.0,West,Electronics,Mobile App,130.0,2026-08-14
2026-08-14,ORD-0814-1502,103.31,4.0,South,Home & Living,Mobile App,80.0,2026-08-14
2026-08-14,ORD-0814-4272,145.65,1.0,South,Apparel,Marketplace,115.0,2026-08-14
2026-08-14,ORD-0814-3602,142.03,4.0,West,Apparel,Online Store,110.0,2026-08-14
2026-08-14,ORD-0814-2728,201.04,4.0,West,Electronics,Marketplace,125.0,2026-08-14
2026-08-14,ORD-0814-1996,49.45,4.0,East,Health & Beauty,Mobile App,106.0,2026-08-14
2026-08-14,ORD-0814-7138,71.16,3.0,South,Health & Beauty,In-Store POS,136.0,2026-08-14
2026-08-14,ORD-0814-1629,337.8,3.0,West,Electronics,In-Store POS,121.0,2026-08-14
2026-08-14,ORD-0814-9325,50.92,2.0,West,Home & Living,Mobile App,108.0,2026-08-14
2026-08-14,ORD-0814-4617,122.26,2.0,South,Apparel,In-Store POS,107.0,2026-08-14
2026-08-14,ORD-0814-3491,109.38,2.0,North,Electronics,In-Store POS,112.0,2026-08-14
2026-08-14,ORD-0814-4351,63.54,4.0,East,Home & Living,Mobile App,100.0,2026-08-14
2026-08-14,ORD-0814-5946,68.67,1.0,South,Apparel,In-Store POS,138.0,2026-08-14
2026-08-14,ORD-0814-4245,331.83,3.0,West,Electronics,Online Store,125.0,2026-08-14
2026-08-14,ORD-0814-9939,126.59,1.0,South,Health & Beauty,Mobile App,87.0,2026-08-14
2026-08-14,ORD-0814-6945,170.78,4.0,East,Electronics,Mobile App,129.0,2026-08-14
2026-08-14,ORD-0814-5855,99.24,2.0,North,Home & Living,Online Store,93.0,2026-08-14
2026-08-15,ORD-0815-9433,171.46,4.0,West,Health & Beauty,Online Store,111.0,2026-08-15
2026-08-15,ORD-0815-3598,11.97,1.0,East,Health & Beauty,Marketplace,94.0,2026-08-15
2026-08-15,ORD-0815-6578,64.2,1.0,East,Home & Living,Marketplace,120.0,2026-08-15
2026-08-15,ORD-0815-5929,66.81,1.0,North,Apparel,In-Store POS,116.0,2026-08-15
2026-08-15,ORD-0815-4599,56.52,3.0,South,Home & Living,In-Store POS,104.0,2026-08-15
2026-08-15,ORD-0815-8941,70.38,1.0,West,Apparel,Marketplace,118.0,2026-08-15
2026-08-15,ORD-0815-3383,72.66,1.0,East,Apparel,Online Store,124.0,2026-08-15
2026-08-15,ORD-0815-5627,198.19,2.0,East,Electronics,Online Store,130.0,2026-08-15
2026-08-15,ORD-0815-1621,118.5,4.0,North,Health & Beauty,In-Store POS,135.0,2026-08-15
2026-08-15,ORD-0815-1477,135.51,1.0,East,Electronics,In-Store POS,141.0,2026-08-15
2026-08-15,ORD-0815-2099,164.75,2.0,South,Apparel,Online Store,133.0,2026-08-15
2026-08-15,ORD-0815-7414,66.03,2.0,East,Health & Beauty,Marketplace,110.0,2026-08-15
2026-08-15,ORD-0815-1003,46.38,1.0,East,Health & Beauty,Marketplace,132.0,2026-08-15
2026-08-15,ORD-0815-9774,106.13,1.0,West,Health & Beauty,Online Store,86.0,2026-08-15
2026-08-15,ORD-0815-6869,39.95,2.0,South,Apparel,Online Store,132.0,2026-08-15
2026-08-15,ORD-0815-1921,65.29,2.0,South,Home & Living,In-Store POS,129.0,2026-08-15
2026-08-15,ORD-0815-6840,240.51,1.0,South,Electronics,Mobile App,125.0,2026-08-15
2026-08-15,ORD-0815-3633,70.3,4.0,East,Health & Beauty,Online Store,139.0,2026-08-15
2026-08-15,ORD-0815-4173,31.02,2.0,East,Health & Beauty,Mobile App,94.0,2026-08-15
2026-08-15,ORD-0815-9150,25.98,3.0,West,Home & Living,Mobile App,85.0,2026-08-15
2026-08-15,ORD-0815-8991,148.91,3.0,South,Electronics,Mobile App,150.0,2026-08-15
2026-08-15,ORD-0815-2799,115.69,2.0,South,Health & Beauty,Mobile App,146.0,2026-08-15
2026-08-15,ORD-0815-6862,100.72,3.0,West,Health & Beauty,Online Store,82.0,2026-08-15
2026-08-15,ORD-0815-1215,173.17,3.0,West,Health & Beauty,In-Store POS,94.0,2026-08-15
2026-08-15,ORD-0815-9461,39.14,2.0,West,Home & Living,Online Store,100.0,2026-08-15
2026-08-15,ORD-0815-2436,114.9,4.0,West,Apparel,In-Store POS,106.0,2026-08-15
2026-08-15,ORD-0815-2950,137.84,1.0,South,Home & Living,Online Store,110.0,2026-08-15
2026-08-15,ORD-0815-2720,47.67,4.0,South,Home & Living,Marketplace,98.0,2026-08-15
2026-08-16,ORD-0816-7591,67.89,4.0,West,Apparel,In-Store POS,125.0,2026-08-16
2026-08-16,ORD-0816-6175,43.48,4.0,East,Apparel,Marketplace,83.0,2026-08-16
2026-08-16,ORD-0816-4422,36.18,4.0,West,Apparel,Mobile App,99.0,2026-08-16
2026-08-16,ORD-0816-3797,133.39,2.0,North,Apparel,Online Store,101.0,2026-08-16
2026-08-16,ORD-0816-6292,60.85,3.0,North,Apparel,Mobile App,135.0,2026-08-16
2026-08-16,ORD-0816-6157,76.23,2.0,East,Apparel,Mobile App,95.0,2026-08-16
2026-08-16,ORD-0816-6347,70.24,3.0,West,Health & Beauty,Marketplace,118.0,2026-08-16
2026-08-16,ORD-0816-9786,202.05,3.0,East,Electronics,In-Store POS,140.0,2026-08-16
2026-08-16,ORD-0816-4308,131.39,4.0,South,Apparel,In-Store POS,126.0,2026-08-16
2026-08-16,ORD-0816-6719,117.64,2.0,North,Home & Living,Online Store,91.0,2026-08-16
2026-08-16,ORD-0816-7082,60.56,1.0,North,Health & Beauty,Mobile App,142.0,2026-08-16
2026-08-16,ORD-0816-5904,97.71,3.0,East,Electronics,Marketplace,94.0,2026-08-16
2026-08-16,ORD-0816-2379,18.77,3.0,East,Home & Living,In-Store POS,97.0,2026-08-16
2026-08-16,ORD-0816-3587,164.6,2.0,South,Health & Beauty,Marketplace,130.0,2026-08-16
2026-08-16,ORD-0816-9345,156.8,1.0,North,Apparel,In-Store POS,149.0,2026-08-16
2026-08-16,ORD-0816-2927,132.38,1.0,West,Home & Living,Online Store,144.0,2026-08-16
2026-08-16,ORD-0816-1647,119.68,4.0,West,Apparel,Marketplace,110.0,2026-08-16
2026-08-16,ORD-0816-4899,452.41,3.0,West,Electronics,Online Store,145.0,2026-08-16
2026-08-16,ORD-0816-9496,349.75,2.0,West,Electronics,Mobile App,103.0,2026-08-16
2026-08-16,ORD-0816-8051,49.57,1.0,East,Health & Beauty,In-Store POS,126.0,2026-08-16
2026-08-16,ORD-0816-5039,329.06,2.0,West,Electronics,In-Store POS,104.0,2026-08-16
2026-08-16,ORD-0816-2041,358.03,2.0,South,Electronics,Mobile App,132.0,2026-08-16
2026-08-16,ORD-0816-7869,496.04,4.0,North,Electronics,Online Store,138.0,2026-08-16
2026-08-16,ORD-0816-6878,120.63,3.0,West,Apparel,Marketplace,147.0,2026-08-16
2026-08-16,ORD-0816-9891,294.01,2.0,North,Electronics,Marketplace,94.0,2026-08-16
2026-08-16,ORD-0816-8130,375.01,3.0,South,Electronics,Mobile App,91.0,2026-08-16
2026-08-16,ORD-0816-5801,46.02,1.0,South,Apparel,In-Store POS,146.0,2026-08-16
